settlement_id,txn_id,merchant_id,settled_amount,platform_fee,net_payout,settlement_date,txn_date,settlement_lag_days,settlement_status,bank_ref_no
a2e28af0-6640-42bc-8acd-1c5310e86762,49089b09-701a-4c24-a6a3-63c810280e6b,MER00537,49406.19,673.15,48733.04,2024-08-19,2024-08-17,2,Disputed,BNK505012337
5cdc3369-81c6-4ded-9534-f95e41d42f69,8056106d-6de2-415f-af69-51940f7c4101,MER00341,25484.99,162.2,25322.79,2024-11-11,2024-11-09,2,Settled,BNK227200843
534e2866-5a6b-4f32-ac55-dc16ebe28faf,acaba089-35ae-48b3-9f6d-23aac25f69a3,MER00167,5315.52,84.88,5230.64,2024-10-07,2024-10-05,2,Settled,BNK361522023
d8f33944-0de4-4546-a562-111641684235,dedea65a-42b1-45da-a3f3-fc89181e17e1,MER00493,90313.71,766.99,89546.72,2023-12-12,2023-12-10,2,Settled,BNK371058396
d1637b84-270a-4bdb-8416-50a27f35c125,c8c41954-27d2-4c6f-b186-bfad7e85b312,MER00511,37997.91,395.41,37602.5,2025-01-16,2025-01-15,1,Settled,BNK598168597
2fc674ce-918d-441b-a3d4-93f3689ffa09,2b4016de-a98c-4b6c-b0e1-91a7e6a3f547,MER00433,3531.43,27.37,3504.06,2023-06-08,2023-06-06,2,Settled,BNK368617708
08cf8a4c-9465-4538-a39f-32d0c27344ce,355230d8-d4c0-4bb0-83a9-d64d99a8290e,MER00614,11766,113.12,11652.88,2023-03-14,2023-03-13,1,Settled,BNK653140037
a7e5b754-59ac-41f1-8c8e-77a5893b4032,c5736549-76be-4a41-846c-f4b1250a3f2d,MER00121,75638.51,977.86,74660.65,2024-07-03,2024-07-02,1,Settled,BNK734676778
dab94892-c39b-4d00-a2e8-ab4935caf41a,3ac46fbc-32a5-4d46-beb2-0ea97c1eed69,MER00035,3350.28,39.03,3311.25,2023-10-26,2023-10-24,2,Disputed,BNK928206675
1d583367-83a2-492a-b5fc-a0d3efa435ca,4f3d458d-4e2f-4bea-a182-47f5664b5054,MER00004,5595.29,66.07,5529.22,2024-05-27,2024-05-26,1,Settled,BNK985806459
ef5ae942-793e-4a7f-8ba3-a6d7c8e7783c,f25d1a1a-7f69-4a3f-9591-67b615298e31,MER00110,2135.31,36.92,2098.39,2023-12-05,2023-12-04,1,Disputed,BNK983123898
e7e10ccd-875d-4628-bbf7-24fb27e4fe03,60570252-5b12-41e6-845a-cb98c6bbd66f,MER00478,423398.21,6567.68,416830.53,2023-08-11,2023-08-06,5,Disputed,BNK419030800
2bea2e4e-ae1d-49f8-93d9-9925b146ea39,3b0f9059-d368-4958-bde5-f54fb061ecc2,MER00547,28448.53,420.69,28027.84,2024-02-19,2024-02-17,2,Settled,BNK812665719
f77bfd74-74ce-4d32-a4c3-f2e7003cceb3,7f5014d7-4b7f-45ec-875e-cf98aa7a81bb,MER00265,1972.09,15.6,1956.49,2023-04-29,2023-04-27,2,Settled,BNK373126077
bd077bc1-b13c-42c7-909f-a58fd21d2b2a,fe5a79e8-880a-42cb-9376-fd739cd85659,MER00466,6490.95,77.53,6413.42,2023-09-06,2023-09-04,2,Settled,BNK941434391
5fe10630-b5fc-4500-899f-cb8a79601270,2137b9f5-8582-4203-8500-cbf66d0c471f,MER00246,3530.83,29.16,3501.67,2024-06-13,2024-06-12,1,Settled,BNK901549728
c062119f-7900-4767-8220-34ba9458a634,e876da04-88aa-4dcb-8060-a447cf4f8733,MER00401,1092.19,20.61,1071.58,2023-10-28,2023-10-23,5,Settled,BNK736858411
ea02f237-5430-4124-aed8-9904aa037a78,52eede80-716d-4d81-aa85-67c273055bcb,MER00259,6488.92,58.04,6430.88,2024-10-27,2024-10-26,1,Failed,BNK209540544
907f9f9e-d02d-455d-9955-f4649aef255d,ac88f9f0-bdc2-434c-97ce-08aa06b3dee1,MER00104,15074.43,234.56,14839.87,2023-01-29,2023-01-27,2,Pending,BNK398369161
84097167-d1d7-447e-953f-aea06b1ee171,ffaa009a-7f13-4123-b7dd-37dfe36c13f9,MER00157,59115.44,1071.07,58044.37,2023-09-06,2023-09-04,2,Settled,BNK371972068
fe205e78-089f-41b3-869f-1c8f1fbf7379,ce9f2060-480a-4947-8873-02e3781279df,MER00525,12484.01,163.13,12320.88,2024-01-04,2023-12-31,4,Settled,BNK651148817
2832a5a1-25e5-4132-9430-55d732d6c739,b13c6329-b70a-4d9d-8413-e33ff9c82223,MER00121,25701.1,200.11,25500.99,2023-11-30,2023-11-29,1,Settled,BNK572365453
2048709a-1950-499b-bf8e-e1337b439480,3ee1810d-911d-453e-a284-ecf55d2671cf,MER00620,16383.39,248.26,16135.13,2024-10-07,2024-10-02,5,Settled,BNK249111858
48ff4575-65a8-48a3-b1c5-abb886b731c7,5b9aa219-bc5b-4ac5-8e5e-cb8027182a41,MER00462,18550.81,275.36,18275.45,2024-12-25,2024-12-24,1,Settled,BNK925944606
22d8bc92-da37-4851-a4d1-348e3d562f39,e02fd722-4d9b-4c44-a9c9-194d57f7b392,MER00010,21595.14,317.45,21277.69,2024-09-25,2024-09-24,1,Settled,BNK690533309
92efbd57-92ec-4872-ac30-cb8156a3694a,875a0228-5cff-40dc-81c9-ccab9b9d1f03,MER00048,3819.56,62.52,3757.04,2023-07-13,2023-07-10,3,Settled,BNK481328170
795590ef-81a2-497d-8397-e6a30412e7d9,63c89f3d-4ac1-447c-af69-ad59fcc451bf,MER00122,47673.77,734.52,46939.25,2023-05-23,2023-05-21,2,Settled,BNK752142575
a7d0c098-c10e-4c99-a6fc-522a440b1978,6c43d3d8-2c9d-415d-bf01-c0443bbecf9f,MER00302,83547.17,748.09,82799.08,2024-10-30,2024-10-27,3,Settled,BNK452814672
bbab3389-e534-4301-beba-a28f46768e7e,b9511fdb-14e9-4c9a-bc8d-bb362cdb1946,MER00125,1087.12,16.54,1070.58,2024-07-09,2024-07-07,2,Settled,BNK960783235
25e56a6d-6fb4-4f2a-934d-3561eac41f63,333a0357-2593-4ce7-a09e-b9fa9853d33e,MER00133,101919.51,2016.02,99903.49,2024-06-25,2024-06-24,1,Failed,BNK144833393
af724d49-da31-4e29-9a3c-4af240314d28,a729df64-243f-455d-9e75-9c237aa23532,MER00235,2900.63,47.25,2853.38,2023-03-22,2023-03-20,2,Settled,BNK981689531
34361df7-e735-4c7f-9635-6e4217ba05cb,d21d6313-7893-4b4b-99c9-3aeabe268e58,MER00161,143522.13,1182,142340.13,2024-12-24,2024-12-22,2,Settled,BNK507624751
201e367a-164a-4845-a8f1-818a3704d387,1c2ec894-2520-4983-8a65-bfeb0f41af8c,MER00005,2873.61,45.55,2828.06,2025-01-26,2025-01-24,2,Pending,BNK923929838
9421e0a3-64f6-4dec-bc0d-e9a61907b5a7,7c6e9dd3-6012-4ce2-a18e-49c66ca213de,MER00319,13424.87,179.37,13245.5,2024-01-14,2024-01-13,1,Pending,BNK947338019
4b6795e8-8c19-41ce-a086-6f465124db0e,40497399-8446-40e8-a6c8-682657292074,MER00524,24942.79,370.38,24572.41,2024-12-23,2024-12-21,2,Disputed,BNK115121939
b041b574-78c7-49ab-883e-4e818fd55579,142c5a4a-c493-46b1-b792-2c9a46236cfc,MER00535,79690.44,1380.82,78309.62,2024-01-30,2024-01-29,1,Settled,BNK293078936
a764cac1-e28b-4032-9f25-53e7c4f23e23,6f46d04b-abf8-44df-a72a-5f5294b4640b,MER00378,74816.52,620.71,74195.81,2024-01-08,2024-01-05,3,Pending,BNK739824771
85aa0925-bc1d-4cc8-ac9d-cecad7f88d6d,1bf40ced-1d0d-4b5f-9136-e39bd97b94ca,MER00368,10012.23,107.91,9904.32,2024-02-08,2024-02-07,1,Settled,BNK954704259
a46f3888-5923-4957-987e-999a661ba3de,69f1bb74-3848-4766-8fb0-9875599cd3a1,MER00483,8543.97,64.5,8479.47,2024-10-23,2024-10-22,1,Settled,BNK941127126
54c74ba8-45dc-4353-9aa6-865ea78f1f68,a6916958-1528-467a-8f45-c28893ab0eac,MER00399,21772.44,335.01,21437.43,2023-01-24,2023-01-23,1,Disputed,BNK318720209
6e687517-e8b5-4c39-ab80-b4a2da61a3a7,52d84775-0e06-44d5-aec7-c6651f1eff2c,MER00056,407951.93,6732.49,401219.44,2024-08-21,2024-08-19,2,Settled,BNK378261380
148cd58a-e65a-4e7b-9b34-a3170ebeb472,a0a2a73f-8e06-44f2-94d5-77c7133b24c5,MER00064,74315.42,942.13,73373.29,2023-06-25,2023-06-24,1,Settled,BNK164764106
4b563a16-13e1-48e9-9bbc-32fd5fd21e19,fc9ca9a8-1ae2-4561-af22-0611e33e3df5,MER00327,95870.03,1791.11,94078.92,2023-06-25,2023-06-24,1,Settled,BNK815714903
7879b95e-911e-4e04-9963-4f468ac435ff,fceb5823-505b-44d0-b5a6-7d78c01846a9,MER00194,42742.39,774.68,41967.71,2024-09-01,2024-08-30,2,Settled,BNK175634768
db0889e4-204a-4d56-b1a9-2040ca627977,e8a21242-9c8c-4f04-b881-438a3927c216,MER00144,17943.76,357.25,17586.51,2023-07-23,2023-07-21,2,Settled,BNK982928850
08e6f209-ed00-416a-ba5c-1f7801450f35,975d4bb6-29db-486c-8087-b3ae2a161619,MER00414,21668.58,322.79,21345.79,2023-04-29,2023-04-26,3,Pending,BNK700856469
7bfbe47d-cad0-449b-bf78-115211016764,85a21350-01f4-4781-8fa4-501bc5659e25,MER00224,3837.8,45.36,3792.44,2024-11-17,2024-11-16,1,Settled,BNK550051450
6feea3a7-96f5-4a3f-9324-5caae6877577,c2ee1e70-bd22-440e-a12e-e89a03056a67,MER00317,5743.01,91.36,5651.65,2024-10-21,2024-10-19,2,Settled,BNK680608874
4ea9a83f-62a2-4702-a3df-271c56d48df6,b256fd2b-d0ce-4618-bb53-ff307cd4df3d,MER00329,3699.71,39.25,3660.46,2024-01-02,2024-01-01,1,Settled,BNK191238050
5ec59c42-e2a9-4de2-a75d-06c19d6f397b,570935db-f635-4dc5-a6e4-2f1ddac6e9d4,MER00078,9739.9,64.6,9675.3,2023-11-21,2023-11-19,2,Disputed,BNK746055113
13f20e83-e5d8-4f36-9138-374c6e239daf,f7bd50ad-92e0-42a1-827f-c2def94911f5,MER00313,28695.93,297.6,28398.33,2024-06-02,2024-05-31,2,Disputed,BNK514020807
04bd1709-2f4a-4bfe-ad89-cf139e688810,e68e31fd-0863-4093-9997-e6387b730122,MER00611,27049.5,413.98,26635.52,2024-01-29,2024-01-28,1,Settled,BNK294309959
9c23e877-942c-4c52-be28-50ffc28db952,1a4ea8e8-6ea7-4355-960c-2e3fa51b732c,MER00573,45801.38,360.89,45440.49,2024-08-13,2024-08-11,2,Disputed,BNK219805132
9b4c9710-e29f-4e42-b895-5ebd6d6dac64,acb1471a-7972-40fc-bada-6924f22a4a01,MER00621,79446.15,798.91,78647.24,2024-10-03,2024-10-02,1,Settled,BNK116566885
0163426a-ffbd-4e67-bae1-ad602d10dc15,58de6c5b-1ccb-4263-8f0c-77e2e9918626,MER00488,38405.73,722.77,37682.96,2023-05-09,2023-05-08,1,Settled,BNK524177520
0f31cc37-e193-48c5-b6c4-ef5ed2f28441,c446aa65-1827-4bd6-a567-71a219f55ee6,MER00156,6424.37,72.08,6352.29,2023-12-23,2023-12-22,1,Failed,BNK414545819
9695e90f-4d20-40e8-ade0-bd13e3b2104a,ed72d031-2ddf-42d6-859c-b9425691f346,MER00015,2486.23,16.18,2470.05,2023-01-14,2023-01-13,1,Settled,BNK971266406
1b0e3c68-5848-4470-a29c-813e65b29d16,9213f38b-fbb0-4a3b-92c8-f624757c0d2c,MER00427,6857.86,69.75,6788.11,2024-05-01,2024-04-27,4,Settled,BNK376765468
720fec49-64c2-4816-9a09-33a4b2b6fe91,f7fc5b9e-0ddb-41c3-bb40-57b441e3fb14,MER00020,2882.4,27.71,2854.69,2024-12-17,2024-12-16,1,Settled,BNK596916416
e1accbf4-259e-4b95-a5fc-b269696c0860,5a4b9d62-3ddb-47fa-9230-7196a95a62e0,MER00551,5400.16,42.91,5357.25,2023-07-28,2023-07-25,3,Settled,BNK485058140
48036811-b4df-406f-9058-183022f52df8,4147ad21-7d46-4b6e-94fa-f2b7e1675c3c,MER00194,50854.4,952.45,49901.95,2023-11-02,2023-11-01,1,Settled,BNK372984746
9fba33cd-0bbc-4119-8515-2695606ba97f,0e72e0ba-a264-4abc-a6d0-8bbcaffcffbb,MER00351,357641.54,4244.63,353396.91,2024-06-10,2024-06-09,1,Settled,BNK831861252
6a1362b8-d674-4b87-ba8a-e1371ffadd1a,0236e1ee-2f58-4178-95b4-cd33520d3baa,MER00159,11958.75,78.35,11880.4,2023-07-14,2023-07-13,1,Settled,BNK893032742
dda17797-7cc3-4b83-9101-52b3848a1b6e,6bd3f27f-39cf-498e-8c89-5e9e042e01d9,MER00065,64213.87,987.63,63226.24,2025-01-03,2025-01-01,2,Settled,BNK957679961
d877d140-54e1-4b0c-88af-f9abb81a707b,0e0576d0-bb75-4897-9dca-b006339fc5f8,MER00402,8053.47,50.28,8003.19,2024-05-05,2024-05-04,1,Settled,BNK712927241
f1b38d7e-3594-4a93-bd25-2f6411eb6944,f574a3d5-178c-4376-92b9-eaf6c35ebd88,MER00300,3821.24,64.1,3757.14,2024-06-05,2024-06-04,1,Settled,BNK792079337
19690b44-ebb8-4b6f-8f48-d0112f53c12a,b47378fd-a2aa-40f3-a7d3-f84a713a2b2d,MER00252,8758.88,65.31,8693.57,2024-08-21,2024-08-19,2,Settled,BNK114882947
c1ea0a32-4ff0-418a-8d7a-eb9a1a4b8632,db3108fa-822d-42ed-966b-6cd92a90596f,MER00610,5119.31,78.31,5041,2023-07-16,2023-07-14,2,Pending,BNK802333406
9a26a24e-3f03-4754-9301-4398fdb78d1c,ea34953b-4eaa-4487-9a93-3be8dc6e2354,MER00010,10660.96,175.77,10485.19,2024-10-22,2024-10-21,1,Settled,BNK775029464
0d165cf7-512e-4de8-8449-5dd939822179,edf38b73-9b3b-48da-983d-006b35b32af3,MER00527,16714.59,231.52,16483.07,2023-12-14,2023-12-10,4,Settled,BNK771786187
a708b1f1-c662-4050-bd08-8fc59029c06c,d31107af-0db5-4e3f-9de5-9b48436f3fdc,MER00023,40376.27,492,39884.27,2023-09-01,2023-08-31,1,Disputed,BNK843313850
84bad35e-42d3-4190-a714-86562b3bbe95,f3edb36c-e66c-4462-ae88-c5e8bc44d698,MER00262,2606.77,33.04,2573.73,2024-04-22,2024-04-20,2,Pending,BNK428709139
547a676c-b9ca-467f-a618-d3fa065002c4,a23c3613-ae9f-472a-b435-deca31e44b76,MER00550,8236.91,96.12,8140.79,2023-11-25,2023-11-23,2,Settled,BNK803418372
254942ad-99ff-468b-9c50-3def4e167ca9,65dec6a0-6e8d-4874-9fcf-7408f6b91db9,MER00573,20971.57,133.37,20838.2,2023-03-04,2023-03-02,2,Settled,BNK733940052
fa62cc44-04d3-4d53-95a8-139bf908a48f,b04ef7d3-8151-4216-995e-6f4f11f5cae4,MER00444,12136.1,208.08,11928.02,2024-08-20,2024-08-19,1,Settled,BNK265353275
b357f0cc-1f6c-4f54-84fc-2447c319fdd2,cb66bd94-9a38-485b-b3d5-5e048f565a7a,MER00628,5181.06,75.17,5105.89,2023-08-12,2023-08-11,1,Settled,BNK400001966
c9365713-d413-4b1f-a6f2-12f4fd1de717,d14bb0d7-d13d-42ee-924d-c61e94d171d6,MER00096,26127.78,350.15,25777.63,2023-05-02,2023-05-01,1,Settled,BNK138236233
22846eac-b30b-4a75-acf4-275a21118ba1,613b3c81-6ee9-43c6-a998-e7db89d8edc9,MER00300,7227.93,80.82,7147.11,2025-01-28,2025-01-27,1,Settled,BNK159067426
e871e8a0-2ab7-4d10-a2f0-969e967ddeca,8450cc16-6ca7-4011-b5b1-37769109df1b,MER00054,7569.94,78.99,7490.95,2024-12-08,2024-12-05,3,Settled,BNK624824309
5f35577f-8562-42bc-afbf-c62dec208e87,0ecad03e-237d-4b0d-b773-f8e62199ace9,MER00382,94934.37,923.95,94010.42,2023-02-15,2023-02-14,1,Settled,BNK317542481
27bf18b0-609e-4c17-bd84-90baa32fe1ff,460a760f-c959-495b-b6f7-79155f92eeb8,MER00124,16568.27,100.97,16467.3,2023-04-11,2023-04-10,1,Settled,BNK839579501
5e47cebf-9772-45b8-889d-9017d965718b,95204548-e94d-4935-a3c8-e7757d68d893,MER00472,4053.77,77.29,3976.48,2023-06-13,2023-06-10,3,Settled,BNK731190106
7a61f932-09d9-4c2b-9635-d3c0f448fd13,da1a0a48-87e9-434f-95c3-fc687c517a99,MER00143,4344,61.81,4282.19,2023-06-22,2023-06-20,2,Settled,BNK445934718
f2b1aaa9-e0d8-4e4b-a9b0-5e55d06492bd,cc6c9f00-93e6-4589-b6c6-8183a7d35be2,MER00133,450828.64,6008.18,444820.46,2024-07-19,2024-07-18,1,Settled,BNK649628885
10e74649-2162-430b-80e4-ebfbffd8b21f,eb0718f7-a85a-49ab-b2a4-8413168f6d14,MER00569,94669.39,1368.68,93300.71,2024-02-19,2024-02-18,1,Settled,BNK388660626
ff86d79b-4586-4a58-9d6c-0cf85ad00683,5e4c8a2f-8ad1-4cf8-bf95-860672acb22a,MER00026,3727.51,52.81,3674.7,2024-11-13,2024-11-12,1,Settled,BNK859452081
caa225b3-cef9-431f-8b03-395c465a856c,845a8cea-663c-422c-a1ae-bc55d9717e35,MER00412,4060.01,63.14,3996.87,2024-02-10,2024-02-08,2,Settled,BNK554724616
04abda27-83ae-4fae-9577-ea1b0ef716a2,e2775f20-1526-4a69-9f0b-6bcfb61ec7f9,MER00180,9539.98,168.89,9371.09,2024-08-27,2024-08-26,1,Settled,BNK774834831
4d95ecaa-277b-473f-9842-b2e1b985091a,f87b4443-145d-4dff-8bc6-cd34a32af2de,MER00545,3502.71,27.19,3475.52,2024-07-24,2024-07-23,1,Settled,BNK994695539
e1d62a11-b38f-4693-8d4f-13646a2acc20,dcfb2d7b-f7df-42f8-804c-8d3c48cab4ac,MER00465,5234.51,98.19,5136.32,2024-06-20,2024-06-19,1,Settled,BNK236716264
3648c4b0-4c11-4605-b7e8-77832d40973b,cacf78d4-1509-4327-87b3-5ed7c0473058,MER00274,17566.31,281.61,17284.7,2023-09-22,2023-09-18,4,Disputed,BNK161544072
6edb2b49-114b-448c-89cb-be3fd3371193,8463d372-fec2-43ef-8ce8-54143ca2b49e,MER00451,7065.73,86.11,6979.62,2024-12-12,2024-12-11,1,Settled,BNK887503364
d3dd1fc7-95a7-4c10-8ea5-7c3ca7b74444,ec4234d6-6a20-436b-89dd-5a0d70524042,MER00578,153534.39,1442.55,152091.84,2024-04-27,2024-04-26,1,Settled,BNK643754391
6ef6c729-a29e-402b-9c47-99daf630474a,d6917fb0-635a-45f7-8a1c-f49a02a7b20b,MER00556,7248.5,110.1,7138.4,2023-03-16,2023-03-15,1,Settled,BNK200832391
106140a8-6de0-4362-ab24-ed6b854047c4,2f73ddbb-9fc1-450d-89b8-cb7f838bfde6,MER00393,8411.64,153.76,8257.88,2024-07-29,2024-07-25,4,Settled,BNK671214626
e5493537-e9c2-46ae-bf92-ce90a8ff2a6e,53a57cca-78b1-4a20-a4b3-f4b526fc31e7,MER00424,30105,366.05,29738.95,2023-10-16,2023-10-15,1,Settled,BNK525217358
9958dbae-18d1-400c-a878-9ffddfe43245,b19cff44-271d-483b-b81f-30bbc44fa715,MER00613,22723.03,302.41,22420.62,2023-01-18,2023-01-16,2,Pending,BNK810683347
d47efd2d-7cdc-4c1e-8766-27f710cbd1b7,be116a23-c592-4bef-ac7d-66adbed34485,MER00352,5894.57,76.91,5817.66,2023-06-06,2023-06-05,1,Settled,BNK937170488
d9c4f623-0ff2-4318-8923-c6b9979fb38f,b7b8485a-757a-4e7c-b307-9f923348c0a0,MER00467,2388.49,43.72,2344.77,2023-10-20,2023-10-16,4,Settled,BNK600917015
da608ea7-abd2-4f78-8385-bdc1520c9c4b,64da95b9-2c7e-4d04-87b0-4ef5f78f121f,MER00540,6444.61,85.5,6359.11,2024-12-19,2024-12-17,2,Settled,BNK362879817
5b2e7a76-5301-4736-abff-3d1281bb69d5,6e28c169-042c-43be-8530-96a793e40726,MER00282,534.63,5.33,529.3,2023-01-16,2023-01-13,3,Disputed,BNK951886570
4941f5bc-e903-466c-b112-33c6be285ab8,31c98b18-31dd-4ccd-9738-6ea5316a1528,MER00314,435832.3,5142.4,430689.9,2024-08-17,2024-08-16,1,Settled,BNK147012537
68fba908-b9fa-4859-92f6-cf6b5a52c12c,d9e00978-f145-4560-892d-b5140c19fd2b,MER00497,9889.39,164.37,9725.02,2023-11-14,2023-11-09,5,Settled,BNK875792885
23903f85-13e6-4178-9ed5-85963e850252,d220da03-03fc-4bbd-a262-e3f53288e269,MER00540,7536.69,67.56,7469.13,2025-02-05,2025-02-04,1,Settled,BNK284726197
868c70f6-7543-444a-959c-c67658b6e737,2f9f2910-22b8-4b3e-9f52-5e02685d813b,MER00487,39212.33,668.5,38543.83,2023-04-15,2023-04-11,4,Settled,BNK538051877
5639e1cd-1135-4157-8342-9b9677c81d45,f9f412a7-df0d-4a2a-8b45-d932d0053494,MER00258,295480.35,4161.2,291319.15,2024-08-23,2024-08-22,1,Settled,BNK487121412
d25356c9-7f51-4641-b86a-cb1572f5cdda,dc88a191-b6fb-4f56-9036-af1c48d32eee,MER00043,5812.67,37.42,5775.25,2023-08-05,2023-08-04,1,Settled,BNK343346983
30284175-4abe-4cca-ad4e-4097dc3bc393,d863c83c-1884-4662-8f4a-1926ca57717d,MER00241,27434.07,442.53,26991.54,2023-04-02,2023-04-01,1,Settled,BNK411701687
66a9881e-5c9e-4bb3-8b22-28d5b8c666b0,8be71e84-6909-4c83-b1fb-a58afd39d927,MER00155,23283.52,368.14,22915.38,2024-08-03,2024-07-29,5,Settled,BNK392089362
996878c6-7838-4dcb-a105-1b5c87a8dae6,ffa4a938-7a85-405d-b867-6dc0f66a55ae,MER00331,14769.97,188.03,14581.94,2024-03-11,2024-03-10,1,Settled,BNK249663277
7feedd29-9b99-41b7-bbdf-80a9a8778b8e,1a739c08-d8c3-4106-b5e9-717515eb88a9,MER00405,439015.46,5529.57,433485.89,2023-03-30,2023-03-29,1,Settled,BNK902451598
0e3ac791-2367-471f-9a70-ad3361824c05,24d74445-f6e6-455a-ae0e-4c761b713a5f,MER00067,750.35,6.55,743.8,2024-06-06,2024-06-05,1,Disputed,BNK402742616
762d8c52-f42e-45cb-964a-ea4dac66cf94,d06da889-7ada-417d-afe9-097e700ca465,MER00072,135459.29,889.5,134569.79,2024-04-01,2024-03-31,1,Pending,BNK219140311
d36ae078-415b-4536-8973-4e930408246d,9c8c042a-aa5e-4c1f-b1a6-a50bd5b8b6eb,MER00354,37945.42,702.03,37243.39,2023-07-22,2023-07-21,1,Settled,BNK631086918
1c50ebd0-c08c-40c5-aed0-4b46fcb32149,2b5af65f-8803-4f7b-9271-666dc11e041f,MER00547,12776.63,180.43,12596.2,2025-01-03,2025-01-01,2,Settled,BNK823079239
fd2c7a62-dd99-495d-ad15-fbe76a005b2e,732259ae-1504-4e74-a8cb-81f92d27edd5,MER00518,60786.58,749.81,60036.77,2024-01-06,2024-01-04,2,Settled,BNK426176665
da051616-b7a3-4cf7-94b3-b8a2418701e1,163d56f2-1e0b-49dc-9102-8a6153e9814b,MER00221,6510.69,81.69,6429,2023-02-25,2023-02-23,2,Settled,BNK342240707
028d36c9-1179-4b7d-a186-7b5d94ec81b2,f39ac8af-b40f-4db6-8d5d-48cb08e87f68,MER00506,734.76,7.53,727.23,2023-05-27,2023-05-26,1,Settled,BNK807707000
424b2cf9-7e8c-4f70-91d5-5149f32c1618,b228097a-2034-43cd-86b6-b31179941d06,MER00120,83126.23,986.8,82139.43,2024-06-24,2024-06-23,1,Settled,BNK763660585
7c7d4282-95ff-460e-9f17-856105ec3fb2,e04f3101-1a07-42a2-99f2-30e39f7a0319,MER00598,1202.06,13.05,1189.01,2023-12-12,2023-12-11,1,Settled,BNK921611024
37105654-c157-4ba0-b4c6-ee5ac8670326,1d4aedbf-8a4c-42d0-bb14-7622397da644,MER00197,29910.29,562,29348.29,2023-04-11,2023-04-10,1,Pending,BNK300651056
fc0bcc00-b459-410f-aee3-485520312986,798ceb87-d2e0-4642-9e52-69da26e93a25,MER00484,1526.39,14.02,1512.37,2024-03-05,2024-03-01,4,Settled,BNK165564117
9259551a-c0ea-4162-a4da-8b1d256eb148,3ea40b5e-1883-4d07-a9db-8720dcf77186,MER00547,6897.47,130.32,6767.15,2024-12-13,2024-12-11,2,Settled,BNK707146637
3a7ceeb2-c514-4165-9d8a-58ef762eb64e,e3a47aff-75f2-4047-a218-e2d809058e80,MER00136,5562.87,106.06,5456.81,2024-02-24,2024-02-22,2,Settled,BNK604332495
a8af234f-48bc-44d3-91b9-caa99a9dfd8d,b6d31aa8-49ff-4664-9bed-6cc0ef27f19e,MER00255,12018.58,146.9,11871.68,2024-06-21,2024-06-17,4,Settled,BNK388505982
9bffa382-e8e7-4f01-8d54-b38e815ed127,4dd14cb7-7d32-4a79-bcaa-ea08b261eb98,MER00449,19408.44,191.88,19216.56,2024-11-04,2024-11-03,1,Settled,BNK612304205
24bcde9e-28ee-448c-bd37-bb37edb46d64,2c5a36e1-aeed-43ee-a941-9f80cd84dd0c,MER00274,20196.18,358.48,19837.7,2023-02-27,2023-02-26,1,Settled,BNK520935162
c8b5d121-d775-49fa-a48a-386b43c0e74f,15003df8-d47b-40d7-94d0-c2a5a611073c,MER00454,445008.52,8852.81,436155.71,2025-02-08,2025-02-07,1,Pending,BNK294865045
76fed92a-f330-4704-8d3c-a19c49cab632,9d8e75dd-34c3-4f47-a624-2e29b398ffcb,MER00118,28849.65,495.22,28354.43,2023-06-30,2023-06-25,5,Settled,BNK342859045
c1893da1-dd97-4bcb-a8d6-ce602d3d114a,cd9513f0-e9fc-4440-9455-a652d5cb59c2,MER00463,157043.67,2459.04,154584.63,2024-11-19,2024-11-18,1,Pending,BNK698657601
0662b414-36ae-4de2-a2e1-dd8e6ae82e27,9dd9f121-e23f-4b1c-8616-06059d0f85fd,MER00630,3341.86,30.48,3311.38,2023-05-31,2023-05-29,2,Settled,BNK362016094
3a4c9bd2-dac4-4fa7-8048-012619ef5231,fd23f9b3-9f23-4c1c-8a60-b9da8f56d44e,MER00207,16513.87,282.94,16230.93,2025-03-03,2025-03-01,2,Settled,BNK396071822
48421b75-3cb8-4094-ba26-165ab8f2a6f2,2c0b0afe-215b-4972-b3f2-043c27d69aca,MER00234,6771.48,75.02,6696.46,2024-11-13,2024-11-10,3,Settled,BNK419728704
1ec9a48b-0d20-42f8-bc0a-00004435a704,223f93f3-347b-40c9-ae78-821c6a542550,MER00467,17653.72,255.83,17397.89,2024-07-25,2024-07-24,1,Failed,BNK633795658
72e09985-4d5f-4fa3-8db8-519c2ec1ffac,ab815c15-5e00-43e4-a7af-1ed2a1478afb,MER00649,696.01,6.74,689.27,2024-11-28,2024-11-27,1,Pending,BNK412148340
0b5af754-b661-4f27-8e9c-1a2680f072da,d2c39460-0c8f-4594-9862-aebb25f2f909,MER00063,17655.6,329.28,17326.32,2023-02-24,2023-02-21,3,Settled,BNK265705400
e3e647c1-25f8-466c-887c-36557b880057,a946a315-7a95-400e-84e7-85a746e991ff,MER00310,6449.96,40.16,6409.8,2023-06-30,2023-06-29,1,Settled,BNK558023793
4c02503e-b4e6-48d4-8126-92e6d64e0b01,81db20c8-3bb1-4fe7-b128-dce8abc840a1,MER00543,9193.28,159.04,9034.24,2023-12-05,2023-12-04,1,Settled,BNK637595730
5884f2ab-1923-4f22-aaa7-afccd45fefd7,47a555b7-9f39-4a5b-a167-2ae22f1b188f,MER00060,190428.55,1706.42,188722.13,2023-07-07,2023-07-05,2,Settled,BNK290840798
